,ua,insc,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres
1559,FCEQN,FCEQN-6871,1.0,NC,-1.0,-1,-1.0
1560,FCEQN,FCEQN-6872,1.0,NC,-1.0,-1,-1.0
1561,FCEQN,FCEQN-6873,1.0,NC,-1.0,-1,-1.0
1562,FCEQN,FCEQN-6875,1.0,NC,-1.0,-1,-1.0
1563,FCEQN,FCEQN-6876,1.0,NC,-1.0,-1,-1.0
1564,FCEQN,FCEQN-6877,1.0,NC,-1.0,4,3.0
1565,FCEQN,FCEQN-6878,1.0,NC,-1.0,4,3.0
1566,FCEQN,FCEQN-6880,1.0,NC,-1.0,4,3.0
1567,FCEQN,FCEQN-6882,1.0,NC,-1.0,4,3.0
1568,FCEQN,FCEQN-6883,1.0,NC,-1.0,-1,-1.0
1569,FCEQN,FCEQN-6884,1.0,NC,-1.0,4,3.0
1570,FCEQN,FCEQN-6886,1.0,NC,-1.0,-1,-1.0
1571,FCEQN,FCEQN-6887,1.0,NC,-1.0,-1,-1.0
1572,FCEQN,FCEQN-6888,1.0,NC,-1.0,4,5.0
1573,FCEQN,FCEQN-6889,1.0,NC,1.0,-1,-1.0
1574,FCEQN,FCEQN-6892,1.0,NC,-1.0,-1,-1.0
1575,FCEQN,FCEQN-6894,1.0,NC,-1.0,-1,-1.0
1576,FCEQN,FCEQN-6575,1.0,NC,-1.0,4,5.0
1577,FCEQN,FCEQN-6895,1.0,NC,-1.0,-1,-1.0
1578,FCEQN,FCEQN-6896,1.0,NC,-1.0,4,3.0
1579,FCEQN,FCEQN-6897,1.0,NC,-1.0,-1,-1.0
1580,FCEQN,FCEQN-6898,1.0,NC,-1.0,1,5.0
1581,FCEQN,FCEQN-6900,1.0,NC,-1.0,4,5.0
1582,FCEQN,FCEQN-6901,1.0,NC,-1.0,4,4.0
1583,FCEQN,FCEQN-6904,1.0,NC,-1.0,-1,-1.0
1584,FCEQN,FCEQN-5460,1.0,NC,4.0,1,3.0
1585,FCEQN,FCEQN-6905,1.0,NC,-1.0,4,7.0
1586,FCEQN,FCEQN-6910,1.0,NC,-1.0,-1,-1.0
1587,FCEQN,FCEQN-6913,1.0,NC,-1.0,4,3.0
1588,FCEQN,FCEQN-6914,1.0,NC,1.0,4,3.0
1589,FCEQN,FCEQN-6920,1.0,NC,-1.0,-1,-1.0
1590,FCEQN,FCEQN-6921,1.0,NC,-1.0,-1,-1.0
1591,FCEQN,FCEQN-6922,1.0,NC,-1.0,4,4.0
1592,FCEQN,FCEQN-6923,1.0,NC,-1.0,-1,-1.0
1593,FCEQN,FCEQN-6924,1.0,NC,-1.0,4,3.0
1594,FCEQN,FCEQN-6925,1.0,NC,-1.0,-1,-1.0
1595,FCEQN,FCEQN-6926,1.0,NC,-1.0,-1,1.0
1596,FCEQN,FCEQN-6928,1.0,NC,-1.0,-1,-1.0
1597,FCEQN,FCEQN-6929,1.0,NC,-1.0,-1,-1.0
1598,FCEQN,FCEQN-6931,1.0,NC,-1.0,-1,-1.0
1599,FCEQN,FCEQN-6934,1.0,NC,-1.0,4,4.0
1600,FCEQN,FCEQN-6935,1.0,NC,-1.0,3,5.0
1601,FCEQN,FCEQN-6936,1.0,NC,-1.0,-1,1.0
1602,FCEQN,FCEQN-6940,1.0,NC,1.0,-1,-1.0
1603,FCEQN,FCEQN-6941,1.0,NC,-1.0,4,3.0
1604,FCEQN,FCEQN-5474,1.0,NC,4.0,1,3.0
1605,FCEQN,FCEQN-6943,1.0,NC,1.0,3,7.0
1606,FCEQN,FCEQN-6944,1.0,NC,-1.0,-1,-1.0
1607,FCEQN,FCEQN-6945,1.0,NC,-1.0,4,2.0
1608,FCEQN,FCEQN-6946,1.0,NC,-1.0,-1,-1.0
1609,FCEQN,FCEQN-6950,1.0,NC,-1.0,3,5.0
1610,FCEQN,FCEQN-6952,1.0,NC,-1.0,4,5.0
1611,FCEQN,FCEQN-6954,1.0,NC,-1.0,-1,-1.0
1612,FCEQN,FCEQN-6960,1.0,NC,-1.0,-1,-1.0
1613,FCEQN,FCEQN-6962,1.0,NC,-1.0,-1,-1.0
1614,FCEQN,FCEQN-6964,1.0,NC,-1.0,4,5.0
1615,FCEQN,FCEQN-6965,1.0,NC,-1.0,-1,-1.0
1616,FCEQN,FCEQN-6967,1.0,NC,-1.0,4,5.0
1617,FCEQN,FCEQN-6968,1.0,NC,-1.0,-1,-1.0
1618,FCEQN,FCEQN-6969,1.0,NC,-1.0,-1,-1.0
1619,FCEQN,FCEQN-6970,1.0,NC,-1.0,-1,-1.0
1620,FCEQN,FCEQN-6974,6.0,NC,1.0,4,1.0
1621,FCEQN,FCEQN-6981,1.0,NC,-1.0,-1,-1.0
1622,FCEQN,FCEQN-6982,1.0,NC,1.0,4,3.0
1623,FCEQN,FCEQN-6983,1.0,NC,-1.0,-1,-1.0
1624,FCEQN,FCEQN-6984,1.0,NC,-1.0,-1,-1.0
1625,FCEQN,FCEQN-6987,1.0,NC,-1.0,-1,3.0
1626,FCEQN,FCEQN-6988,1.0,NC,-1.0,-1,1.0
1627,FCEQN,FCEQN-6989,1.0,NC,-1.0,-1,-1.0
1628,FCEQN,FCEQN-6992,1.0,NC,-1.0,-1,-1.0
1629,FCEQN,FCEQN-6996,1.0,NC,-1.0,-1,3.0
1630,FCEQN,FCEQN-6998,1.0,NC,-1.0,-1,-1.0
1631,FCEQN,FCEQN-6999,1.0,NC,-1.0,4,5.0
1632,FCEQN,FCEQN-7002,1.0,NC,-1.0,-1,-1.0
1633,FCEQN,FCEQN-7003,1.0,NC,-1.0,4,3.0
1634,FCEQN,FCEQN-7004,1.0,NC,-1.0,4,5.0
1635,FCEQN,FCEQN-7006,1.0,NC,-1.0,-1,-1.0
1636,FCEQN,FCEQN-7007,1.0,NC,-1.0,-1,-1.0
1637,FCEQN,FCEQN-7009,1.0,NC,2.0,4,3.0
1638,FCEQN,FCEQN-7012,1.0,NC,-1.0,4,5.0
1639,FCEQN,FCEQN-7015,1.0,NC,-1.0,-1,-1.0
1640,FCEQN,FCEQN-7018,1.0,NC,-1.0,1,3.0
1641,FCEQN,FCEQN-7020,1.0,NC,-1.0,-1,-1.0
1642,FCEQN,FCEQN-7021,1.0,NC,1.0,-1,-1.0
1643,FCEQN,FCEQN-7022,1.0,NC,1.0,4,4.0
1644,FCEQN,FCEQN-7023,1.0,NC,-1.0,4,3.0
1645,FCEQN,FCEQN-7027,1.0,NC,-1.0,4,5.0
1646,FCEQN,FCEQN-7030,1.0,NC,-1.0,-1,-1.0
1647,FCEQN,FCEQN-6717,1.0,NC,-1.0,4,3.0
1648,FCEQN,FCEQN-7033,1.0,NC,-1.0,4,5.0
1649,FCEQN,FCEQN-7035,1.0,NC,1.0,4,5.0
1650,FCEQN,FCEQN-7036,1.0,NC,-1.0,-1,-1.0
1651,FCEQN,FCEQN-7038,1.0,NC,-1.0,-1,-1.0
1652,FCEQN,FCEQN-7039,1.0,NC,-1.0,4,5.0
1653,FCEQN,FCEQN-7040,1.0,NC,-1.0,-1,-1.0
1654,FCEQN,FCEQN-7041,1.0,NC,-1.0,-1,-1.0
1655,FCEQN,FCEQN-7042,1.0,NC,-1.0,1,5.0
1656,FCEQN,FCEQN-7043,1.0,NC,-1.0,-1,-1.0
1657,FCEQN,FCEQN-7044,1.0,NC,2.0,1,7.0
1658,FCEQN,FCEQN-7045,1.0,NC,-1.0,-1,7.0
1659,FCEQN,FCEQN-7046,1.0,NC,-1.0,3,3.0
1660,FCEQN,FCEQN-7050,1.0,NC,-1.0,4,4.0
1661,FCEQN,FCEQN-7049,1.0,NC,-1.0,-1,-1.0
1662,FCEQN,FCEQN-7054,1.0,NC,-1.0,-1,-1.0
1663,FCEQN,FCEQN-7056,1.0,NC,-1.0,-1,-1.0
1664,FCEQN,FCEQN-7057,1.0,NC,-1.0,-1,-1.0
1665,FCEQN,FCEQN-7058,1.0,NC,-1.0,3,5.0
1666,FCEQN,FCEQN-7059,1.0,NC,-1.0,-1,7.0
1667,FCEQN,FCEQN-7063,1.0,NC,-1.0,4,5.0
1668,FCEQN,FCEQN-7064,1.0,NC,-1.0,4,4.0
1669,FCEQN,FCEQN-7065,1.0,NC,-1.0,-1,-1.0
1670,FCEQN,FCEQN-7067,1.0,NC,-1.0,4,4.0
1671,FCEQN,FCEQN-7068,1.0,NC,-1.0,4,5.0
1672,FCEQN,FCEQN-7069,1.0,NC,-1.0,-1,-1.0
1673,FCEQN,FCEQN-7070,1.0,NC,-1.0,-1,-1.0
1674,FCEQN,FCEQN-7071,1.0,NC,-1.0,-1,-1.0
1675,FCEQN,FCEQN-7074,1.0,NC,-1.0,4,3.0
1676,FCEQN,FCEQN-7075,1.0,NC,-1.0,-1,-1.0
1677,FCEQN,FCEQN-7077,1.0,NC,-1.0,-1,-1.0
1678,FCEQN,FCEQN-7078,1.0,NC,1.0,-1,-1.0
1679,FCEQN,FCEQN-7079,1.0,NC,1.0,4,3.0
1680,FCEQN,FCEQN-3342,1.0,No,2.0,3,3.0
1681,FCEQN,FCEQN-7082,1.0,NC,-1.0,-1,-1.0
1682,FCEQN,FCEQN-7084,1.0,NC,-1.0,-1,-1.0
1683,FCEQN,FCEQN-7087,1.0,NC,-1.0,4,5.0
1684,FCEQN,FCEQN-7088,1.0,NC,-1.0,-1,-1.0
1685,FCEQN,FCEQN-7089,1.0,NC,-1.0,-1,-1.0
1686,FCEQN,FCEQN-7091,1.0,NC,-1.0,4,2.0
1687,FCEQN,FCEQN-7092,1.0,NC,-1.0,-1,-1.0
1688,FCEQN,FCEQN-7093,1.0,NC,-1.0,-1,-1.0
1689,FCEQN,FCEQN-7094,1.0,NC,-1.0,4,5.0
1690,FCEQN,FCEQN-7095,1.0,NC,-1.0,4,4.0
1691,FCEQN,FCEQN-7096,1.0,NC,-1.0,4,5.0
1692,FCEQN,FCEQN-7097,1.0,NC,-1.0,4,4.0
1693,FCEQN,FCEQN-7098,1.0,NC,-1.0,-1,-1.0
1694,FCEQN,FCEQN-7099,1.0,NC,-1.0,-1,-1.0
1695,FCEQN,FCEQN-7101,1.0,NC,-1.0,-1,-1.0
1696,FCEQN,FCEQN-7102,1.0,NC,-1.0,4,5.0
1697,FCEQN,FCEQN-7103,1.0,NC,-1.0,4,5.0
1698,FCEQN,FCEQN-7104,1.0,NC,-1.0,-1,-1.0
1699,FCEQN,FCEQN-7106,1.0,NC,-1.0,4,3.0
1700,FCEQN,FCEQN-7108,1.0,NC,-1.0,4,2.0
1701,FCEQN,FCEQN-7109,1.0,NC,-1.0,4,4.0
1702,FCEQN,FCEQN-5985,1.0,NC,1.0,4,5.0
1703,FCEQN,FCEQN-5776,2.0,NC,2.0,3,5.0
1704,FCEQN,FCEQN-7110,1.0,NC,-1.0,-1,-1.0
1705,FCEQN,FCEQN-7111,1.0,NC,-1.0,-1,-1.0
1706,FCEQN,FCEQN-7113,1.0,NC,-1.0,-1,-1.0
1707,FCEQN,FCEQN-7114,1.0,NC,1.0,-1,-1.0
1708,FCEQN,FCEQN-7116,1.0,NC,-1.0,-1,-1.0
1709,FCEQN,FCEQN-6125,1.0,NC,2.0,-1,1.0
1710,FCEQN,FCEQN-7123,1.0,NC,-1.0,-1,-1.0
1711,FCEQN,FCEQN-7124,1.0,NC,-1.0,-1,-1.0
1712,FCEQN,FCEQN-6477,1.0,NC,1.0,4,3.0
1713,FCEQN,FCEQN-7131,1.0,NC,-1.0,4,5.0
1714,FCEQN,FCEQN-7132,1.0,NC,1.0,4,3.0
1715,FCEQN,FCEQN-7133,1.0,NC,-1.0,-1,-1.0
1716,FCEQN,FCEQN-7134,1.0,NC,-1.0,4,5.0
1717,FCEQN,FCEQN-7135,1.0,NC,-1.0,-1,-1.0
1718,FCEQN,FCEQN-776,1.0,No,4.0,4,3.0
1719,FCEQN,FCEQN-7125,1.0,NC,-1.0,4,7.0
1720,FCEQN,FCEQN-7140,1.0,NC,-1.0,-1,-1.0
1721,FCEQN,FCEQN-7141,1.0,NC,-1.0,-1,-1.0
1722,FCEQN,FCEQN-7142,1.0,NC,-1.0,-1,-1.0
1723,FCEQN,FCEQN-7144,1.0,NC,-1.0,-1,-1.0
1724,FCEQN,FCEQN-7145,1.0,NC,-1.0,-1,-1.0
1725,FCEQN,FCEQN-7146,1.0,NC,-1.0,-1,-1.0
1726,FCEQN,FCEQN-7147,1.0,NC,-1.0,1,5.0
1727,FCEQN,FCEQN-7149,1.0,NC,-1.0,-1,-1.0
1728,FCEQN,FCEQN-7155,1.0,NC,-1.0,4,7.0
1729,FCEQN,FCEQN-7156,1.0,NC,-1.0,-1,-1.0
1730,FCEQN,FCEQN-7157,1.0,NC,-1.0,-1,-1.0
1731,FCEQN,FCEQN-7161,1.0,NC,-1.0,-1,-1.0
1732,FCEQN,FCEQN-7165,1.0,NC,-1.0,-1,-1.0
1733,FCEQN,FCEQN-7166,1.0,NC,-1.0,-1,-1.0
1734,FCEQN,FCEQN-7169,1.0,NC,-1.0,4,7.0
1735,FCEQN,FCEQN-7172,1.0,NC,-1.0,-1,-1.0
1736,FCEQN,FCEQN-7175,1.0,NC,-1.0,-1,-1.0
1737,FCEQN,FCEQN-7176,1.0,NC,-1.0,4,7.0
1738,FCEQN,FCEQN-7177,1.0,NC,-1.0,-1,-1.0
1739,FCEQN,FCEQN-7178,1.0,NC,-1.0,-1,-1.0
1740,FCEQN,FCEQN-7180,1.0,NC,-1.0,-1,-1.0
1741,FCEQN,FCEQN-7181,1.0,NC,-1.0,4,5.0
1742,FCEQN,FCEQN-7182,1.0,NC,-1.0,4,5.0
1743,FCEQN,FCEQN-7183,1.0,NC,-1.0,-1,-1.0
1744,FCEQN,FCEQN-7184,1.0,NC,-1.0,-1,5.0
1745,FCEQN,FCEQN-6006,1.0,NC,-1.0,-1,1.0
1746,FCEQN,FCEQN-7186,1.0,NC,-1.0,-1,-1.0
1747,FCEQN,FCEQN-7187,1.0,NC,-1.0,-1,-1.0
1748,FCEQN,FCEQN-7188,1.0,NC,-1.0,-1,-1.0
1749,FCEQN,FCEQN-7189,1.0,NC,-1.0,-1,5.0
1750,FCEQN,FCEQN-7192,1.0,NC,-1.0,-1,-1.0
1751,FCEQN,FCEQN-7193,1.0,NC,-1.0,-1,-1.0
1752,FCEQN,FCEQN-7194,1.0,NC,-1.0,-1,-1.0
1753,FCEQN,FCEQN-1283,1.0,NC,3.0,1,5.0
1754,FCEQN,FCEQN-7195,1.0,NC,-1.0,-1,-1.0
1755,FCEQN,FCEQN-7196,1.0,NC,1.0,-1,-1.0
1756,FCEQN,FCEQN-7197,1.0,NC,-1.0,3,3.0
1757,FCEQN,FCEQN-7198,1.0,NC,-1.0,4,5.0
1758,FCEQN,FCEQN-7199,1.0,NC,1.0,-1,-1.0
1759,FCEQN,FCEQN-7200,1.0,NC,1.0,-1,-1.0
1760,FCEQN,FCEQN-6414,1.0,NC,2.0,4,5.0
1761,FCEQN,FCEQN-7204,1.0,NC,-1.0,4,5.0
1762,FCEQN,FCEQN-4206,1.0,Si,2.0,1,5.0
1763,FCEQN,FCEQN-7205,1.0,NC,1.0,4,3.0
1764,FCEQN,FCEQN-7207,1.0,NC,-1.0,-1,-1.0
1765,FCEQN,FCEQN-6277,1.0,NC,1.0,4,5.0
1766,FCEQN,FCEQN-7210,1.0,NC,-1.0,-1,-1.0
1767,FCEQN,FCEQN-7211,1.0,NC,-1.0,1,3.0
1768,FCEQN,FCEQN-7212,1.0,NC,-1.0,-1,-1.0
1769,FCEQN,FCEQN-7214,1.0,NC,-1.0,-1,-1.0
1770,FCEQN,FCEQN-7215,1.0,NC,-1.0,-1,7.0
1771,FCEQN,FCEQN-7219,1.0,NC,-1.0,-1,-1.0
1772,FCEQN,FCEQN-5881,1.0,NC,2.0,1,5.0
1773,FCEQN,FCEQN-6025,1.0,NC,2.0,-1,1.0
1774,FCEQN,FCEQN-5819,1.0,NC,4.0,-1,1.0
1775,FCEQN,FCEQN-6603,1.0,NC,-1.0,4,5.0
1776,FCEQN,FCEQN-3036,1.0,NC,4.0,1,3.0
1777,FCEQN,FCEQN-7223,1.0,NC,-1.0,-1,-1.0
1778,FCEQN,FCEQN-7224,1.0,NC,-1.0,-1,-1.0
1779,FCEQN,FCEQN-7227,1.0,NC,-1.0,-1,-1.0
1780,FCEQN,FCEQN-5034,1.0,1,3.0,1,3.0
1781,FCEQN,FCEQN-5962,1.0,NC,1.0,2,6.0
1782,FCEQN,FCEQN-5422,1.0,NC,2.0,1,5.0
1783,FCEQN,FCEQN-5616,1.0,NC,4.0,1,5.0
1784,FCEQN,FCEQN-7229,1.0,NC,1.0,-1,-1.0
1785,FCEQN,FCEQN-5417,1.0,NC,4.0,3,5.0
1786,FCEQN,FCEQN-6280,1.0,NC,1.0,4,3.0
1787,FCEQN,FCEQN-5015,1.0,No,2.0,3,3.0
1788,FCEQN,FCEQN-4864,1.0,No,3.0,3,7.0
1789,FCEQN,FCEQN-6288,1.0,NC,-1.0,4,5.0
1790,FCEQN,FCEQN-7190,1.0,NC,-1.0,-1,5.0
1791,FCEQN,FCEQN-6562,1.0,NC,-1.0,4,4.0
1792,FCEQN,FCEQN-6891,1.0,NC,-1.0,1,5.0
1793,FCEQN,FCEQN-6760,1.0,NC,-1.0,4,7.0
1794,FCEQN,FCEQN-6938,1.0,NC,-1.0,4,1.0
1795,FCEQN,FCEQN-6915,1.0,NC,-1.0,4,3.0
1796,FCEQN,FCEQN-7072,1.0,NC,-1.0,4,4.0
1797,FCEQN,FCEQN-6610,1.0,NC,-1.0,4,5.0
1798,FCEQN,FCEQN-6830,1.0,NC,-1.0,4,4.0
1799,FCEQN,FCEQN-6733,1.0,NC,-1.0,1,5.0
1800,FCEQN,FCEQN-6598,1.0,NC,-1.0,4,5.0
1801,FCEQN,FCEQN-6500,1.0,NC,4.0,4,5.0
1802,FCEQN,FCEQN-6893,1.0,NC,-1.0,4,5.0
1803,FCEQN,FCEQN-6780,1.0,NC,-1.0,4,5.0
1804,FCEQN,FCEQN-6657,1.0,NC,-1.0,1,5.0
1805,FCEQN,FCEQN-6956,1.0,NC,-1.0,4,4.0
1806,FCEQN,FCEQN-6751,1.0,NC,-1.0,4,3.0
1807,FCEQN,FCEQN-6521,1.0,NC,-1.0,4,3.0
1808,FCEQN,FCEQN-6112,1.0,NC,-1.0,-1,1.0
1809,FCEQN,FCEQN-6592,1.0,NC,1.0,4,3.0
1810,FCEQN,FCEQN-7233,1.0,NC,1.0,-1,-1.0
1811,FCEQN,FCEQN-7076,1.0,NC,2.0,-1,1.0
1812,FCEQN,FCEQN-7234,1.0,NC,1.0,4,5.0
1813,FCEQN,FCEQN-6327,1.0,NC,2.0,-1,7.0
1814,FCEQN,FCEQN-6568,1.0,NC,1.0,4,5.0
1815,FCEQN,FCEQN-7121,1.0,NC,-1.0,4,5.0
1816,FCEQN,FCEQN-6636,1.0,NC,-1.0,4,3.0
1817,FCEQN,FCEQN-4966,1.0,No,2.0,3,5.0
1818,FCEQN,FCEQN-7239,1.0,NC,1.0,3,5.0
1819,FCEQN,FCEQN-6270,1.0,NC,-1.0,4,5.0
1820,FCEQN,FCEQN-5200,1.0,NC,2.0,4,1.0
1821,FCEQN,FCEQN-7240,1.0,NC,-1.0,-1,-1.0
1822,FCEQN,FCEQN-7241,1.0,NC,-1.0,-1,-1.0
1823,FCEQN,FCEQN-5786,1.0,NC,4.0,3,-1.0
1824,FCEQN,FCEQN-6747,1.0,NC,2.0,4,3.0
1825,FCEQN,FCEQN-6847,1.0,NC,1.0,1,5.0
1826,FCEQN,FCEQN-6787,1.0,NC,2.0,3,3.0
1827,FCEQN,FCEQN-6480,1.0,NC,1.0,-1,1.0
1828,FCEQN,FCEQN-6499,1.0,NC,3.0,-1,1.0
1829,FCEQN,FCEQN-4808,1.0,Si,1.0,1,5.0
1830,FCEQN,FCEQN-7073,3.0,NC,1.0,4,3.0
1831,FCEQN,FCEQN-6729,1.0,NC,2.0,4,3.0
1832,FCEQN,FCEQN-7152,1.0,NC,-1.0,1,5.0
1833,FCEQN,FCEQN-6749,1.0,NC,-1.0,4,5.0
1834,FCEQN,FCEQN-6826,1.0,NC,-1.0,1,7.0
1835,FCEQN,FCEQN-7080,1.0,NC,1.0,4,3.0
1836,FCEQN,FCEQN-6638,1.0,NC,-1.0,4,3.0
1837,FCEQN,FCEQN-6746,1.0,NC,-1.0,1,3.0
1838,FCEQN,FCEQN-6953,1.0,NC,-1.0,-1,5.0
1839,FCEQN,FCEQN-6534,1.0,NC,-1.0,4,5.0
1840,FCEQN,FCEQN-6769,1.0,NC,-1.0,1,5.0
1841,FCEQN,FCEQN-6765,1.0,NC,-1.0,4,1.0
1842,FCEQN,FCEQN-6963,1.0,NC,-1.0,-1,7.0
1843,FCEQN,FCEQN-6553,1.0,NC,1.0,4,3.0
1844,FCEQN,FCEQN-6869,1.0,NC,-1.0,-1,1.0
1845,FCEQN,FCEQN-7000,1.0,NC,-1.0,4,7.0
1846,FCEQN,FCEQN-6511,1.0,NC,-1.0,4,3.0
1847,FCEQN,FCEQN-6775,1.0,NC,-1.0,4,5.0
1848,FCEQN,FCEQN-6908,1.0,NC,-1.0,4,3.0
1849,FCEQN,FCEQN-6618,1.0,NC,2.0,4,3.0
1850,FCEQN,FCEQN-7107,1.0,NC,-1.0,4,5.0
1851,FCEQN,FCEQN-7013,1.0,NC,-1.0,4,5.0
1852,FCEQN,FCEQN-6916,1.0,NC,-1.0,4,3.0
1853,FCEQN,FCEQN-6864,1.0,NC,-1.0,-1,7.0
1854,FCEQN,FCEQN-6917,1.0,NC,-1.0,4,3.0
1855,FCEQN,FCEQN-6933,1.0,NC,-1.0,-1,1.0
1856,FCEQN,FCEQN-6927,1.0,NC,3.0,4,4.0
1857,FCEQN,FCEQN-7228,1.0,NC,1.0,1,4.0
1858,FCEQN,FCEQN-6663,1.0,NC,3.0,4,2.0
1859,FCEQN,FCEQN-6841,1.0,NC,2.0,1,5.0
1860,FCEQN,FCEQN-6518,1.0,NC,2.0,4,5.0
1861,FCEQN,FCEQN-6737,1.0,NC,1.0,1,5.0
1862,FCEQN,FCEQN-7245,1.0,NC,1.0,1,5.0
1863,FCEQN,FCEQN-6742,1.0,NC,2.0,1,3.0
1864,FCEQN,5204,2.0,No,4.0,4,5.0
1865,FCEQN,FCEQN-6799,1.0,NC,1.0,4,3.0
1866,FCEQN,FCEQN-6655,1.0,NC,-1.0,-1,5.0
1867,FCEQN,FCEQN-6645,1.0,NC,2.0,4,5.0
1868,FCEQN,FCEQN-7179,1.0,NC,-1.0,4,5.0
1869,FCEQN,FCEQN-7163,1.0,NC,1.0,1,5.0
1870,FCEQN,FCEQN-7154,1.0,NC,-1.0,4,5.0
1871,FCEQN,FCEQN-7117,1.0,NC,-1.0,1,5.0
1872,FCEQN,FCEQN-6991,1.0,NC,-1.0,1,5.0
1873,FCEQN,FCEQN-6948,3.0,NC,-1.0,3,4.0
1874,FCEQN,FCEQN-6703,1.0,NC,-1.0,1,5.0
1875,FCEQN,FCEQN-6809,1.0,NC,1.0,4,5.0
1876,FCEQN,FCEQN-6641,1.0,NC,-1.0,4,5.0
1877,FCEQN,FCEQN-6823,1.0,NC,-1.0,4,2.0
1878,FCEQN,FCEQN-4832,5.0,No,3.0,3,3.0
1879,FCEQN,FCEQN-6668,1.0,NC,1.0,4,5.0
1880,FCEQN,FCEQN-6715,1.0,NC,1.0,4,5.0
1881,FCEQN,FCEQN-6909,1.0,NC,1.0,4,5.0
1882,FCEQN,FCEQN-2385,1.0,NC,4.0,-1,-1.0
1883,FCEQN,FCEQN-6793,1.0,NC,2.0,4,5.0
1884,FCEQN,FCEQN-6907,1.0,NC,1.0,4,4.0
1885,FCEQN,FCEQN-6986,1.0,NC,-1.0,4,5.0
1886,FCEQN,FCEQN-6557,1.0,NC,2.0,4,3.0
1887,FCEQN,FCEQN-7250,1.0,NC,-1.0,-1,-1.0
1888,FCEQN,FCEQN-6724,1.0,NC,-1.0,-1,1.0
1889,FCEQN,FCEQN-6576,1.0,NC,-1.0,4,4.0
1890,FCEQN,FCEQN-6679,1.0,NC,-1.0,1,3.0
1891,FCEQN,FCEQN-7031,1.0,NC,-1.0,4,5.0
1892,FCEQN,FCEQN-6849,1.0,NC,-1.0,4,5.0
1893,FCEQN,FCEQN-6681,1.0,NC,-1.0,1,5.0
1894,FCEQN,FCEQN-6939,1.0,NC,-1.0,1,5.0
1895,FCEQN,FCEQN-7168,1.0,NC,2.0,4,5.0
1896,FCEQN,FCEQN-7005,1.0,NC,-1.0,4,5.0
1897,FCEQN,FCEQN-6690,1.0,NC,-1.0,1,5.0
1898,FCEQN,FCEQN-6815,1.0,NC,-1.0,4,4.0
1899,FCEQN,FCEQN-6586,1.0,NC,-1.0,4,5.0
1900,FCEQN,FCEQN-7017,1.0,NC,-1.0,3,3.0
1901,FCEQN,FCEQN-7086,1.0,NC,-1.0,4,5.0
1902,FCEQN,FCEQN-6732,1.0,NC,-1.0,4,3.0
1903,FCEQN,FCEQN-6580,1.0,NC,1.0,4,4.0
1904,FCEQN,FCEQN-6528,1.0,NC,1.0,4,5.0
1905,FCEQN,FCEQN-6632,1.0,NC,-1.0,4,5.0
1906,FCEQN,FCEQN-6494,1.0,NC,1.0,1,3.0
1907,FCEQN,FCEQN-7222,1.0,NC,-1.0,4,3.0
1908,FCEQN,FCEQN-6541,1.0,NC,-1.0,4,3.0
1909,FCEQN,FCEQN-6919,1.0,NC,1.0,4,3.0
1910,FCEQN,FCEQN-6865,1.0,NC,-1.0,-1,3.0
1911,FCEQN,FCEQN-7171,1.0,NC,1.0,1,5.0
1912,FCEQN,FCEQN-6564,1.0,NC,-1.0,1,5.0
1913,FCEQN,FCEQN-6736,1.0,NC,-1.0,4,5.0
1914,FCEQN,FCEQN-6866,1.0,NC,-1.0,1,5.0
1915,FCEQN,FCEQN-6912,1.0,NC,-1.0,4,5.0
1916,FCEQN,FCEQN-7174,1.0,NC,2.0,4,7.0
1917,FCEQN,FCEQN-6501,1.0,NC,-1.0,-1,1.0
1918,FCEQN,FCEQN-6497,1.0,NC,-1.0,-1,1.0
1919,FCEQN,FCEQN-7251,1.0,NC,1.0,4,5.0
1920,FCEQN,FCEQN-6700,1.0,NC,-1.0,1,4.0
1921,FCEQN,FCEQN-6942,1.0,NC,-1.0,3,3.0
1922,FCEQN,FCEQN-6710,1.0,NC,1.0,1,5.0
1923,FCEQN,FCEQN-6583,1.0,NC,-1.0,-1,1.0
1924,FCEQN,FCEQN-7254,1.0,NC,-1.0,-1,-1.0
1925,FCEQN,FCEQN-6705,1.0,NC,-1.0,4,3.0
1926,FCEQN,FCEQN-6930,1.0,NC,-1.0,-1,1.0
1927,FCEQN,FCEQN-6874,1.0,NC,-1.0,4,4.0
1928,FCEQN,FCEQN-6843,1.0,NC,-1.0,1,5.0
1929,FCEQN,FCEQN-6589,1.0,NC,-1.0,4,5.0
1930,FCEQN,FCEQN-6833,1.0,NC,1.0,4,5.0
1931,FCEQN,FCEQN-6613,1.0,NC,-1.0,4,5.0
1932,FCEQN,FCEQN-6763,1.0,NC,-1.0,4,3.0
1933,FCEQN,FCEQN-6692,1.0,NC,1.0,1,3.0
1934,FCEQN,FCEQN-7010,1.0,NC,2.0,1,5.0
1935,FCEQN,FCEQN-6762,1.0,NC,-1.0,4,3.0
1936,FCEQN,FCEQN-6861,1.0,NC,-1.0,1,5.0
1937,FCEQN,FCEQN-7001,1.0,NC,-1.0,-1,4.0
1938,FCEQN,FCEQN-7120,1.0,NC,2.0,4,7.0
1939,FCEQN,FCEQN-7256,1.0,NC,-1.0,-1,-1.0
1940,FCEQN,FCEQN-6673,1.0,NC,1.0,-1,1.0
